"Diagnoses_Count","Year","Cancer_Type","AgeGroup","Sex"
96,2007,"Breast (female) cancer",16,2
77,2007,"Breast (female) cancer",17,2
93,2007,"Breast (female) cancer",18,2
6,2008,"Breast (female) cancer",5,2
17,2008,"Breast (female) cancer",6,2
43,2008,"Breast (female) cancer",7,2
73,2008,"Breast (female) cancer",8,2
149,2008,"Breast (female) cancer",9,2
190,2008,"Breast (female) cancer",10,2
245,2008,"Breast (female) cancer",11,2
220,2008,"Breast (female) cancer",12,2
260,2008,"Breast (female) cancer",13,2
218,2008,"Breast (female) cancer",14,2
152,2008,"Breast (female) cancer",15,2
129,2008,"Breast (female) cancer",16,2
84,2008,"Breast (female) cancer",17,2
103,2008,"Breast (female) cancer",18,2
6,2009,"Breast (female) cancer",1,2
18,2009,"Breast (female) cancer",3,2
11,2009,"Breast (female) cancer",5,2
45,2009,"Breast (female) cancer",7,2
53,2009,"Breast (female) cancer",8,2
116,2009,"Breast (female) cancer",9,2
213,2009,"Breast (female) cancer",10,2
221,2009,"Breast (female) cancer",11,2
233,2009,"Breast (female) cancer",12,2
277,2009,"Breast (female) cancer",13,2
236,2009,"Breast (female) cancer",14,2
158,2009,"Breast (female) cancer",15,2
120,2009,"Breast (female) cancer",16,2
77,2009,"Breast (female) cancer",17,2
71,2009,"Breast (female) cancer",18,2
4,2010,"Breast (female) cancer",2,2
1,2010,"Breast (female) cancer",3,2
10,2010,"Breast (female) cancer",4,2
34,2010,"Breast (female) cancer",7,2
53,2010,"Breast (female) cancer",8,2
113,2010,"Breast (female) cancer",9,2
237,2010,"Breast (female) cancer",10,2
243,2010,"Breast (female) cancer",11,2
226,2010,"Breast (female) cancer",12,2
291,2010,"Breast (female) cancer",13,2
237,2010,"Breast (female) cancer",14,2
169,2010,"Breast (female) cancer",15,2
139,2010,"Breast (female) cancer",16,2
56,2010,"Breast (female) cancer",17,2
100,2010,"Breast (female) cancer",18,2
6,2011,"Breast (female) cancer",4,2
2,2011,"Breast (female) cancer",5,2
6,2011,"Breast (female) cancer",6,2
35,2011,"Breast (female) cancer",7,2
78,2011,"Breast (female) cancer",8,2
123,2011,"Breast (female) cancer",9,2
193,2011,"Breast (female) cancer",10,2
230,2011,"Breast (female) cancer",11,2
244,2011,"Breast (female) cancer",12,2
286,2011,"Breast (female) cancer",13,2
233,2011,"Breast (female) cancer",14,2
185,2011,"Breast (female) cancer",15,2
115,2011,"Breast (female) cancer",16,2
95,2011,"Breast (female) cancer",17,2
128,2011,"Breast (female) cancer",18,2
16,2012,"Breast (female) cancer",1,2
19,2012,"Breast (female) cancer",2,2
4,2012,"Breast (female) cancer",4,2
12,2012,"Breast (female) cancer",6,2
31,2012,"Breast (female) cancer",7,2
72,2012,"Breast (female) cancer",8,2
115,2012,"Breast (female) cancer",9,2
265,2012,"Breast (female) cancer",10,2
280,2012,"Breast (female) cancer",11,2
211,2012,"Breast (female) cancer",12,2
269,2012,"Breast (female) cancer",13,2
298,2012,"Breast (female) cancer",14,2
182,2012,"Breast (female) cancer",15,2
110,2012,"Breast (female) cancer",16,2
124,2012,"Breast (female) cancer",17,2
100,2012,"Breast (female) cancer",18,2
17,2013,"Breast (female) cancer",4,2
25,2013,"Breast (female) cancer",7,2
78,2013,"Breast (female) cancer",8,2
160,2013,"Breast (female) cancer",9,2
252,2013,"Breast (female) cancer",10,2
313,2013,"Breast (female) cancer",11,2
260,2013,"Breast (female) cancer",12,2
249,2013,"Breast (female) cancer",13,2
311,2013,"Breast (female) cancer",14,2
183,2013,"Breast (female) cancer",15,2
140,2013,"Breast (female) cancer",16,2
114,2013,"Breast (female) cancer",17,2
121,2013,"Breast (female) cancer",18,2
19,2014,"Breast (female) cancer",1,2
15,2014,"Breast (female) cancer",2,2
19,2014,"Breast (female) cancer",5,2
13,2014,"Breast (female) cancer",7,2
50,2014,"Breast (female) cancer",8,2
148,2014,"Breast (female) cancer",9,2
242,2014,"Breast (female) cancer",10,2
264,2014,"Breast (female) cancer",11,2
260,2014,"Breast (female) cancer",12,2
286,2014,"Breast (female) cancer",13,2
334,2014,"Breast (female) cancer",14,2
248,2014,"Breast (female) cancer",15,2
139,2014,"Breast (female) cancer",16,2
94,2014,"Breast (female) cancer",17,2
96,2014,"Breast (female) cancer",18,2
5,2015,"Breast (female) cancer",4,2
1,2015,"Breast (female) cancer",5,2
13,2015,"Breast (female) cancer",6,2
8,2015,"Breast (female) cancer",7,2
51,2015,"Breast (female) cancer",8,2
166,2015,"Breast (female) cancer",9,2
228,2015,"Breast (female) cancer",10,2
217,2015,"Breast (female) cancer",11,2
273,2015,"Breast (female) cancer",12,2
326,2015,"Breast (female) cancer",13,2
288,2015,"Breast (female) cancer",14,2
272,2015,"Breast (female) cancer",15,2
157,2015,"Breast (female) cancer",16,2
84,2015,"Breast (female) cancer",17,2
124,2015,"Breast (female) cancer",18,2
6,2016,"Breast (female) cancer",1,2
17,2016,"Breast (female) cancer",2,2
30,2016,"Breast (female) cancer",6,2
60,2016,"Breast (female) cancer",7,2
40,2016,"Breast (female) cancer",8,2
145,2016,"Breast (female) cancer",9,2
225,2016,"Breast (female) cancer",10,2
259,2016,"Breast (female) cancer",11,2
291,2016,"Breast (female) cancer",12,2
323,2016,"Breast (female) cancer",13,2
359,2016,"Breast (female) cancer",14,2
250,2016,"Breast (female) cancer",15,2
168,2016,"Breast (female) cancer",16,2
127,2016,"Breast (female) cancer",17,2
97,2016,"Breast (female) cancer",18,2
14,2017,"Breast (female) cancer",2,2
3,2017,"Breast (female) cancer",3,2
43,2017,"Breast (female) cancer",7,2
90,2017,"Breast (female) cancer",8,2
146,2017,"Breast (female) cancer",9,2
241,2017,"Breast (female) cancer",10,2
272,2017,"Breast (female) cancer",11,2
289,2017,"Breast (female) cancer",12,2
312,2017,"Breast (female) cancer",13,2
300,2017,"Breast (female) cancer",14,2
298,2017,"Breast (female) cancer",15,2
141,2017,"Breast (female) cancer",16,2
109,2017,"Breast (female) cancer",17,2
114,2017,"Breast (female) cancer",18,2
10,2018,"Breast (female) cancer",2,2
5,2018,"Breast (female) cancer",3,2
6,2018,"Breast (female) cancer",4,2
5,2018,"Breast (female) cancer",5,2
18,2018,"Breast (female) cancer",6,2
18,2018,"Breast (female) cancer",7,2
96,2018,"Breast (female) cancer",8,2
125,2018,"Breast (female) cancer",9,2
266,2018,"Breast (female) cancer",10,2
253,2018,"Breast (female) cancer",11,2
308,2018,"Breast (female) cancer",12,2
303,2018,"Breast (female) cancer",13,2
337,2018,"Breast (female) cancer",14,2
321,2018,"Breast (female) cancer",15,2
177,2018,"Breast (female) cancer",16,2
104,2018,"Breast (female) cancer",17,2
128,2018,"Breast (female) cancer",18,2
4,2019,"Breast (female) cancer",1,2
5,2019,"Breast (female) cancer",4,2
10,2019,"Breast (female) cancer",5,2
13,2019,"Breast (female) cancer",6,2
42,2019,"Breast (female) cancer",7,2
86,2019,"Breast (female) cancer",8,2
126,2019,"Breast (female) cancer",9,2
269,2019,"Breast (female) cancer",10,2
302,2019,"Breast (female) cancer",11,2
312,2019,"Breast (female) cancer",12,2
340,2019,"Breast (female) cancer",13,2
312,2019,"Breast (female) cancer",14,2
341,2019,"Breast (female) cancer",15,2
170,2019,"Breast (female) cancer",16,2
121,2019,"Breast (female) cancer",17,2
110,2019,"Breast (female) cancer",18,2
19,2020,"Breast (female) cancer",4,2
11,2020,"Breast (female) cancer",5,2
16,2020,"Breast (female) cancer",6,2
20,2020,"Breast (female) cancer",7,2
60,2020,"Breast (female) cancer",8,2
161,2020,"Breast (female) cancer",9,2
252,2020,"Breast (female) cancer",10,2
284,2020,"Breast (female) cancer",11,2
286,2020,"Breast (female) cancer",12,2
323,2020,"Breast (female) cancer",13,2
334,2020,"Breast (female) cancer",14,2
345,2020,"Breast (female) cancer",15,2
179,2020,"Breast (female) cancer",16,2
123,2020,"Breast (female) cancer",17,2
157,2020,"Breast (female) cancer",18,2
20,2021,"Breast (female) cancer",5,2
44,2021,"Breast (female) cancer",7,2
80,2021,"Breast (female) cancer",8,2
137,2021,"Breast (female) cancer",9,2
230,2021,"Breast (female) cancer",10,2
272,2021,"Breast (female) cancer",11,2
289,2021,"Breast (female) cancer",12,2
321,2021,"Breast (female) cancer",13,2
357,2021,"Breast (female) cancer",14,2
365,2021,"Breast (female) cancer",15,2
196,2021,"Breast (female) cancer",16,2
153,2021,"Breast (female) cancer",17,2
131,2021,"Breast (female) cancer",18,2
18,2022,"Breast (female) cancer",1,2
4,2022,"Breast (female) cancer",2,2
5,2022,"Breast (female) cancer",6,2
30,2022,"Breast (female) cancer",7,2
98,2022,"Breast (female) cancer",8,2
154,2022,"Breast (female) cancer",9,2
262,2022,"Breast (female) cancer",10,2
264,2022,"Breast (female) cancer",11,2
281,2022,"Breast (female) cancer",12,2
343,2022,"Breast (female) cancer",13,2
350,2022,"Breast (female) cancer",14,2
321,2022,"Breast (female) cancer",15,2
230,2022,"Breast (female) cancer",16,2
154,2022,"Breast (female) cancer",17,2
132,2022,"Breast (female) cancer",18,2
7,2023,"Breast (female) cancer",3,2
10,2023,"Breast (female) cancer",5,2
8,2023,"Breast (female) cancer",6,2
47,2023,"Breast (female) cancer",7,2
77,2023,"Breast (female) cancer",8,2
121,2023,"Breast (female) cancer",9,2
267,2023,"Breast (female) cancer",10,2
321,2023,"Breast (female) cancer",11,2
319,2023,"Breast (female) cancer",12,2
361,2023,"Breast (female) cancer",13,2
330,2023,"Breast (female) cancer",14,2
384,2023,"Breast (female) cancer",15,2
259,2023,"Breast (female) cancer",16,2
166,2023,"Breast (female) cancer",17,2
102,2023,"Breast (female) cancer",18,2
8,2005,"Prostate cancer",5,1
5,2005,"Prostate cancer",8,1
18,2005,"Prostate cancer",9,1
37,2005,"Prostate cancer",10,1
103,2005,"Prostate cancer",11,1
243,2005,"Prostate cancer",12,1
350,2005,"Prostate cancer",13,1
393,2005,"Prostate cancer",14,1
328,2005,"Prostate cancer",15,1
287,2005,"Prostate cancer",16,1
201,2005,"Prostate cancer",17,1
139,2005,"Prostate cancer",18,1
28,2006,"Prostate cancer",9,1
31,2006,"Prostate cancer",10,1
133,2006,"Prostate cancer",11,1
341,2006,"Prostate cancer",12,1
427,2006,"Prostate cancer",13,1
455,2006,"Prostate cancer",14,1
359,2006,"Prostate cancer",15,1
325,2006,"Prostate cancer",16,1
162,2006,"Prostate cancer",17,1
108,2006,"Prostate cancer",18,1
11,2007,"Prostate cancer",3,1
6,2007,"Prostate cancer",9,1
38,2007,"Prostate cancer",10,1
141,2007,"Prostate cancer",11,1
333,2007,"Prostate cancer",12,1
451,2007,"Prostate cancer",13,1
503,2007,"Prostate cancer",14,1
386,2007,"Prostate cancer",15,1
341,2007,"Prostate cancer",16,1
164,2007,"Prostate cancer",17,1
138,2007,"Prostate cancer",18,1
15,2008,"Prostate cancer",3,1
17,2008,"Prostate cancer",4,1
23,2008,"Prostate cancer",9,1
69,2008,"Prostate cancer",10,1
153,2008,"Prostate cancer",11,1
354,2008,"Prostate cancer",12,1
496,2008,"Prostate cancer",13,1
537,2008,"Prostate cancer",14,1
402,2008,"Prostate cancer",15,1
306,2008,"Prostate cancer",16,1
214,2008,"Prostate cancer",17,1
154,2008,"Prostate cancer",18,1
4,2009,"Prostate cancer",5,1
3,2009,"Prostate cancer",6,1
1,2009,"Prostate cancer",7,1
13,2009,"Prostate cancer",9,1
56,2009,"Prostate cancer",10,1
157,2009,"Prostate cancer",11,1
364,2009,"Prostate cancer",12,1
545,2009,"Prostate cancer",13,1
558,2009,"Prostate cancer",14,1
403,2009,"Prostate cancer",15,1
321,2009,"Prostate cancer",16,1
196,2009,"Prostate cancer",17,1
106,2009,"Prostate cancer",18,1
2,2010,"Prostate cancer",2,1
1,2010,"Prostate cancer",5,1
17,2010,"Prostate cancer",6,1
1,2010,"Prostate cancer",9,1
71,2010,"Prostate cancer",10,1
166,2010,"Prostate cancer",11,1
292,2010,"Prostate cancer",12,1
534,2010,"Prostate cancer",13,1
544,2010,"Prostate cancer",14,1
414,2010,"Prostate cancer",15,1
259,2010,"Prostate cancer",16,1
148,2010,"Prostate cancer",17,1
153,2010,"Prostate cancer",18,1
14,2011,"Prostate cancer",1,1
19,2011,"Prostate cancer",2,1
11,2011,"Prostate cancer",3,1
10,2011,"Prostate cancer",7,1
15,2011,"Prostate cancer",8,1
21,2011,"Prostate cancer",9,1
37,2011,"Prostate cancer",10,1
153,2011,"Prostate cancer",11,1
386,2011,"Prostate cancer",12,1
507,2011,"Prostate cancer",13,1
565,2011,"Prostate cancer",14,1
446,2011,"Prostate cancer",15,1
304,2011,"Prostate cancer",16,1
190,2011,"Prostate cancer",17,1
146,2011,"Prostate cancer",18,1
16,2012,"Prostate cancer",1,1
20,2012,"Prostate cancer",3,1
2,2012,"Prostate cancer",6,1
19,2012,"Prostate cancer",8,1
2,2012,"Prostate cancer",9,1
66,2012,"Prostate cancer",10,1
161,2012,"Prostate cancer",11,1
329,2012,"Prostate cancer",12,1
517,2012,"Prostate cancer",13,1
639,2012,"Prostate cancer",14,1
482,2012,"Prostate cancer",15,1
290,2012,"Prostate cancer",16,1
158,2012,"Prostate cancer",17,1
147,2012,"Prostate cancer",18,1
5,2013,"Prostate cancer",1,1
20,2013,"Prostate cancer",5,1
3,2013,"Prostate cancer",7,1
22,2013,"Prostate cancer",9,1
84,2013,"Prostate cancer",10,1
145,2013,"Prostate cancer",11,1
335,2013,"Prostate cancer",12,1
453,2013,"Prostate cancer",13,1
666,2013,"Prostate cancer",14,1
478,2013,"Prostate cancer",15,1
345,2013,"Prostate cancer",16,1
183,2013,"Prostate cancer",17,1
151,2013,"Prostate cancer",18,1
5,2014,"Prostate cancer",2,1
18,2014,"Prostate cancer",4,1
17,2014,"Prostate cancer",7,1
20,2014,"Prostate cancer",8,1
2,2014,"Prostate cancer",9,1
49,2014,"Prostate cancer",10,1
119,2014,"Prostate cancer",11,1
300,2014,"Prostate cancer",12,1
470,2014,"Prostate cancer",13,1
599,2014,"Prostate cancer",14,1
454,2014,"Prostate cancer",15,1
313,2014,"Prostate cancer",16,1
177,2014,"Prostate cancer",17,1
139,2014,"Prostate cancer",18,1
14,2015,"Prostate cancer",2,1
14,2015,"Prostate cancer",3,1
3,2015,"Prostate cancer",4,1
10,2015,"Prostate cancer",5,1
9,2015,"Prostate cancer",6,1
7,2015,"Prostate cancer",7,1
6,2015,"Prostate cancer",8,1
25,2015,"Prostate cancer",9,1
54,2015,"Prostate cancer",10,1
116,2015,"Prostate cancer",11,1
303,2015,"Prostate cancer",12,1
474,2015,"Prostate cancer",13,1
679,2015,"Prostate cancer",14,1
466,2015,"Prostate cancer",15,1
304,2015,"Prostate cancer",16,1
159,2015,"Prostate cancer",17,1
145,2015,"Prostate cancer",18,1
6,2016,"Prostate cancer",1,1
12,2016,"Prostate cancer",3,1
5,2016,"Prostate cancer",4,1
5,2016,"Prostate cancer",7,1
3,2016,"Prostate cancer",8,1
12,2016,"Prostate cancer",9,1
50,2016,"Prostate cancer",10,1
126,2016,"Prostate cancer",11,1
288,2016,"Prostate cancer",12,1
427,2016,"Prostate cancer",13,1
623,2016,"Prostate cancer",14,1
478,2016,"Prostate cancer",15,1
341,2016,"Prostate cancer",16,1
185,2016,"Prostate cancer",17,1
158,2016,"Prostate cancer",18,1
7,2017,"Prostate cancer",2,1
3,2017,"Prostate cancer",3,1
18,2017,"Prostate cancer",4,1
8,2017,"Prostate cancer",5,1
5,2017,"Prostate cancer",6,1
19,2017,"Prostate cancer",7,1
4,2017,"Prostate cancer",8,1
5,2017,"Prostate cancer",9,1
47,2017,"Prostate cancer",10,1
133,2017,"Prostate cancer",11,1
272,2017,"Prostate cancer",12,1
440,2017,"Prostate cancer",13,1
693,2017,"Prostate cancer",14,1
623,2017,"Prostate cancer",15,1
370,2017,"Prostate cancer",16,1
169,2017,"Prostate cancer",17,1
174,2017,"Prostate cancer",18,1
6,2018,"Prostate cancer",3,1
4,2018,"Prostate cancer",4,1
17,2018,"Prostate cancer",6,1
9,2018,"Prostate cancer",9,1
34,2018,"Prostate cancer",10,1
118,2018,"Prostate cancer",11,1
334,2018,"Prostate cancer",12,1
493,2018,"Prostate cancer",13,1
735,2018,"Prostate cancer",14,1
704,2018,"Prostate cancer",15,1
414,2018,"Prostate cancer",16,1
232,2018,"Prostate cancer",17,1
146,2018,"Prostate cancer",18,1
18,2019,"Prostate cancer",1,1
5,2019,"Prostate cancer",3,1
3,2019,"Prostate cancer",5,1
1,2019,"Prostate cancer",6,1
17,2019,"Prostate cancer",9,1
70,2019,"Prostate cancer",10,1
120,2019,"Prostate cancer",11,1
303,2019,"Prostate cancer",12,1
519,2019,"Prostate cancer",13,1
700,2019,"Prostate cancer",14,1
635,2019,"Prostate cancer",15,1
444,2019,"Prostate cancer",16,1
224,2019,"Prostate cancer",17,1
191,2019,"Prostate cancer",18,1
18,2020,"Prostate cancer",1,1
20,2020,"Prostate cancer",2,1
11,2020,"Prostate cancer",3,1
21,2020,"Prostate cancer",9,1
38,2020,"Prostate cancer",10,1
146,2020,"Prostate cancer",11,1
326,2020,"Prostate cancer",12,1
473,2020,"Prostate cancer",13,1
726,2020,"Prostate cancer",14,1
732,2020,"Prostate cancer",15,1
493,2020,"Prostate cancer",16,1
236,2020,"Prostate cancer",17,1
175,2020,"Prostate cancer",18,1
1,2021,"Prostate cancer",2,1
16,2021,"Prostate cancer",4,1
7,2021,"Prostate cancer",7,1
7,2021,"Prostate cancer",8,1
29,2021,"Prostate cancer",10,1
168,2021,"Prostate cancer",11,1
326,2021,"Prostate cancer",12,1
530,2021,"Prostate cancer",13,1
770,2021,"Prostate cancer",14,1
769,2021,"Prostate cancer",15,1
526,2021,"Prostate cancer",16,1
256,2021,"Prostate cancer",17,1
169,2021,"Prostate cancer",18,1
14,2022,"Prostate cancer",1,1
13,2022,"Prostate cancer",8,1
25,2022,"Prostate cancer",9,1
53,2022,"Prostate cancer",10,1
167,2022,"Prostate cancer",11,1
474,2022,"Prostate cancer",12,1
729,2022,"Prostate cancer",13,1
1066,2022,"Prostate cancer",14,1
1167,2022,"Prostate cancer",15,1
836,2022,"Prostate cancer",16,1
328,2022,"Prostate cancer",17,1
209,2022,"Prostate cancer",18,1
15,2023,"Prostate cancer",1,1
17,2023,"Prostate cancer",3,1
8,2023,"Prostate cancer",4,1
16,2023,"Prostate cancer",6,1
20,2023,"Prostate cancer",7,1
4,2023,"Prostate cancer",8,1
6,2023,"Prostate cancer",9,1
46,2023,"Prostate cancer",10,1
155,2023,"Prostate cancer",11,1
420,2023,"Prostate cancer",12,1
745,2023,"Prostate cancer",13,1
995,2023,"Prostate cancer",14,1
1064,2023,"Prostate cancer",15,1
857,2023,"Prostate cancer",16,1
317,2023,"Prostate cancer",17,1
168,2023,"Prostate cancer",18,1
12,2005,"Lymphoma",3,1
7,2005,"Lymphoma",4,1
18,2005,"Lymphoma",5,1
11,2005,"Lymphoma",6,1
12,2005,"Lymphoma",7,1
30,2005,"Lymphoma",9,1
3,2005,"Lymphoma",10,1
27,2005,"Lymphoma",11,1
14,2005,"Lymphoma",12,1
61,2005,"Lymphoma",13,1
31,2005,"Lymphoma",14,1
12,2005,"Lymphoma",15,1
34,2005,"Lymphoma",16,1
6,2005,"Lymphoma",17,1
13,2005,"Lymphoma",18,1
12,2005,"Lymphoma",3,2
15,2005,"Lymphoma",4,2
21,2005,"Lymphoma",6,2
2,2005,"Lymphoma",7,2
25,2005,"Lymphoma",8,2
12,2005,"Lymphoma",9,2
30,2005,"Lymphoma",10,2
10,2005,"Lymphoma",11,2
35,2005,"Lymphoma",12,2
43,2005,"Lymphoma",13,2
9,2005,"Lymphoma",14,2
21,2005,"Lymphoma",15,2
20,2005,"Lymphoma",16,2
25,2005,"Lymphoma",17,2
44,2005,"Lymphoma",18,2
9,2006,"Lymphoma",1,1
6,2006,"Lymphoma",4,1
25,2006,"Lymphoma",7,1
16,2006,"Lymphoma",8,1
26,2006,"Lymphoma",9,1
7,2006,"Lymphoma",10,1
14,2006,"Lymphoma",11,1
38,2006,"Lymphoma",12,1
12,2006,"Lymphoma",13,1
50,2006,"Lymphoma",14,1
33,2006,"Lymphoma",15,1
27,2006,"Lymphoma",16,1
30,2006,"Lymphoma",17,1
24,2006,"Lymphoma",18,1
14,2006,"Lymphoma",1,2
12,2006,"Lymphoma",5,2
7,2006,"Lymphoma",6,2
13,2006,"Lymphoma",8,2
14,2006,"Lymphoma",10,2
12,2006,"Lymphoma",11,2
26,2006,"Lymphoma",12,2
44,2006,"Lymphoma",13,2
41,2006,"Lymphoma",14,2
34,2006,"Lymphoma",15,2
41,2006,"Lymphoma",16,2
12,2006,"Lymphoma",17,2
8,2006,"Lymphoma",18,2
6,2007,"Lymphoma",5,1
25,2007,"Lymphoma",6,1
10,2007,"Lymphoma",7,1
16,2007,"Lymphoma",8,1
33,2007,"Lymphoma",10,1
24,2007,"Lymphoma",11,1
14,2007,"Lymphoma",12,1
47,2007,"Lymphoma",13,1
31,2007,"Lymphoma",14,1
12,2007,"Lymphoma",15,1
39,2007,"Lymphoma",16,1
20,2007,"Lymphoma",17,1
39,2007,"Lymphoma",18,1
8,2007,"Lymphoma",2,2
3,2007,"Lymphoma",3,2
11,2007,"Lymphoma",5,2
5,2007,"Lymphoma",6,2
10,2007,"Lymphoma",10,2
32,2007,"Lymphoma",11,2
22,2007,"Lymphoma",12,2
25,2007,"Lymphoma",13,2
43,2007,"Lymphoma",14,2
30,2007,"Lymphoma",15,2
22,2007,"Lymphoma",16,2
31,2007,"Lymphoma",17,2
23,2007,"Lymphoma",18,2
19,2008,"Lymphoma",2,1
4,2008,"Lymphoma",5,1
15,2008,"Lymphoma",6,1
15,2008,"Lymphoma",7,1
9,2008,"Lymphoma",9,1
11,2008,"Lymphoma",10,1
19,2008,"Lymphoma",11,1
41,2008,"Lymphoma",12,1
33,2008,"Lymphoma",13,1
18,2008,"Lymphoma",14,1
27,2008,"Lymphoma",15,1
35,2008,"Lymphoma",16,1
9,2008,"Lymphoma",17,1
16,2008,"Lymphoma",18,1
13,2008,"Lymphoma",1,2
19,2008,"Lymphoma",2,2
19,2008,"Lymphoma",3,2
3,2008,"Lymphoma",7,2
5,2008,"Lymphoma",9,2
12,2008,"Lymphoma",10,2
26,2008,"Lymphoma",11,2
18,2008,"Lymphoma",12,2
8,2008,"Lymphoma",13,2
37,2008,"Lymphoma",14,2
19,2008,"Lymphoma",15,2
24,2008,"Lymphoma",16,2
51,2008,"Lymphoma",17,2
15,2008,"Lymphoma",18,2
5,2009,"Lymphoma",1,1
3,2009,"Lymphoma",2,1
6,2009,"Lymphoma",3,1
14,2009,"Lymphoma",5,1
19,2009,"Lymphoma",7,1
26,2009,"Lymphoma",9,1
26,2009,"Lymphoma",10,1
32,2009,"Lymphoma",11,1
29,2009,"Lymphoma",12,1
42,2009,"Lymphoma",13,1
28,2009,"Lymphoma",14,1
9,2009,"Lymphoma",15,1
40,2009,"Lymphoma",16,1
35,2009,"Lymphoma",17,1
7,2009,"Lymphoma",18,1
14,2009,"Lymphoma",1,2
9,2009,"Lymphoma",2,2
7,2009,"Lymphoma",3,2
24,2009,"Lymphoma",4,2
2,2009,"Lymphoma",5,2
19,2009,"Lymphoma",6,2
21,2009,"Lymphoma",8,2
5,2009,"Lymphoma",9,2
13,2009,"Lymphoma",11,2
5,2009,"Lymphoma",12,2
38,2009,"Lymphoma",13,2
45,2009,"Lymphoma",14,2
15,2009,"Lymphoma",15,2
45,2009,"Lymphoma",16,2
45,2009,"Lymphoma",17,2
28,2009,"Lymphoma",18,2
18,2010,"Lymphoma",2,1
21,2010,"Lymphoma",3,1
14,2010,"Lymphoma",4,1
1,2010,"Lymphoma",5,1
15,2010,"Lymphoma",7,1
22,2010,"Lymphoma",9,1
16,2010,"Lymphoma",10,1
32,2010,"Lymphoma",11,1
42,2010,"Lymphoma",12,1
60,2010,"Lymphoma",13,1
64,2010,"Lymphoma",14,1
52,2010,"Lymphoma",15,1
18,2010,"Lymphoma",16,1
24,2010,"Lymphoma",17,1
9,2010,"Lymphoma",18,1
16,2010,"Lymphoma",1,2
21,2010,"Lymphoma",3,2
15,2010,"Lymphoma",6,2
15,2010,"Lymphoma",7,2
8,2010,"Lymphoma",10,2
22,2010,"Lymphoma",11,2
11,2010,"Lymphoma",12,2
7,2010,"Lymphoma",13,2
24,2010,"Lymphoma",14,2
43,2010,"Lymphoma",15,2
23,2010,"Lymphoma",16,2
28,2010,"Lymphoma",17,2
28,2010,"Lymphoma",18,2
11,2011,"Lymphoma",1,1
16,2011,"Lymphoma",2,1
5,2011,"Lymphoma",4,1
23,2011,"Lymphoma",5,1
10,2011,"Lymphoma",6,1
17,2011,"Lymphoma",8,1
29,2011,"Lymphoma",9,1
21,2011,"Lymphoma",10,1
7,2011,"Lymphoma",11,1
14,2011,"Lymphoma",12,1
59,2011,"Lymphoma",13,1
69,2011,"Lymphoma",14,1
33,2011,"Lymphoma",15,1
36,2011,"Lymphoma",16,1
17,2011,"Lymphoma",17,1
24,2011,"Lymphoma",18,1
1,2011,"Lymphoma",2,2
26,2011,"Lymphoma",5,2
25,2011,"Lymphoma",6,2
23,2011,"Lymphoma",7,2
16,2011,"Lymphoma",8,2
24,2011,"Lymphoma",9,2
26,2011,"Lymphoma",11,2
41,2011,"Lymphoma",12,2
52,2011,"Lymphoma",13,2
37,2011,"Lymphoma",14,2
26,2011,"Lymphoma",15,2
22,2011,"Lymphoma",16,2
20,2011,"Lymphoma",17,2
26,2011,"Lymphoma",18,2
12,2012,"Lymphoma",1,1
20,2012,"Lymphoma",2,1
14,2012,"Lymphoma",4,1
1,2012,"Lymphoma",5,1
12,2012,"Lymphoma",7,1
8,2012,"Lymphoma",8,1
36,2012,"Lymphoma",9,1
18,2012,"Lymphoma",10,1
13,2012,"Lymphoma",11,1
41,2012,"Lymphoma",12,1
30,2012,"Lymphoma",13,1
43,2012,"Lymphoma",14,1
68,2012,"Lymphoma",15,1
66,2012,"Lymphoma",16,1
61,2012,"Lymphoma",17,1
17,2012,"Lymphoma",18,1
6,2012,"Lymphoma",5,2
6,2012,"Lymphoma",6,2
13,2012,"Lymphoma",8,2
7,2012,"Lymphoma",10,2
3,2012,"Lymphoma",11,2
28,2012,"Lymphoma",12,2
26,2012,"Lymphoma",13,2
48,2012,"Lymphoma",14,2
12,2012,"Lymphoma",15,2
34,2012,"Lymphoma",16,2
29,2012,"Lymphoma",17,2
21,2012,"Lymphoma",18,2
5,2013,"Lymphoma",1,1
6,2013,"Lymphoma",2,1
27,2013,"Lymphoma",4,1
20,2013,"Lymphoma",5,1
6,2013,"Lymphoma",8,1
25,2013,"Lymphoma",9,1
34,2013,"Lymphoma",10,1
26,2013,"Lymphoma",11,1
39,2013,"Lymphoma",12,1
55,2013,"Lymphoma",13,1
72,2013,"Lymphoma",14,1
73,2013,"Lymphoma",15,1
55,2013,"Lymphoma",16,1
48,2013,"Lymphoma",17,1
12,2013,"Lymphoma",18,1
3,2013,"Lymphoma",1,2
4,2013,"Lymphoma",3,2
6,2013,"Lymphoma",4,2
20,2013,"Lymphoma",7,2
8,2013,"Lymphoma",8,2
19,2013,"Lymphoma",10,2
34,2013,"Lymphoma",11,2
34,2013,"Lymphoma",12,2
44,2013,"Lymphoma",13,2
28,2013,"Lymphoma",14,2
24,2013,"Lymphoma",15,2
51,2013,"Lymphoma",16,2
27,2013,"Lymphoma",17,2
34,2013,"Lymphoma",18,2
5,2014,"Lymphoma",1,1
11,2014,"Lymphoma",4,1
5,2014,"Lymphoma",6,1
27,2014,"Lymphoma",8,1
10,2014,"Lymphoma",9,1
37,2014,"Lymphoma",10,1
47,2014,"Lymphoma",11,1
34,2014,"Lymphoma",12,1
