"Deaths_Count","Year","Cancer_Type","AgeGroup","Sex"
70,2023,"Breast(female) cancer",16,2
38,2023,"Breast(female) cancer",17,2
99,2023,"Breast(female) cancer",18,2
4,2005,"Prostate cancer",2,1
3,2005,"Prostate cancer",5,1
11,2005,"Prostate cancer",6,1
5,2005,"Prostate cancer",7,1
3,2005,"Prostate cancer",10,1
13,2005,"Prostate cancer",13,1
51,2005,"Prostate cancer",14,1
70,2005,"Prostate cancer",15,1
84,2005,"Prostate cancer",16,1
105,2005,"Prostate cancer",17,1
64,2005,"Prostate cancer",18,1
5,2006,"Prostate cancer",1,1
11,2006,"Prostate cancer",2,1
1,2006,"Prostate cancer",7,1
2,2006,"Prostate cancer",8,1
14,2006,"Prostate cancer",11,1
29,2006,"Prostate cancer",12,1
22,2006,"Prostate cancer",13,1
16,2006,"Prostate cancer",14,1
72,2006,"Prostate cancer",15,1
78,2006,"Prostate cancer",16,1
105,2006,"Prostate cancer",17,1
113,2006,"Prostate cancer",18,1
14,2007,"Prostate cancer",1,1
3,2007,"Prostate cancer",4,1
11,2007,"Prostate cancer",5,1
16,2007,"Prostate cancer",7,1
16,2007,"Prostate cancer",8,1
5,2007,"Prostate cancer",9,1
7,2007,"Prostate cancer",10,1
18,2007,"Prostate cancer",11,1
43,2007,"Prostate cancer",13,1
45,2007,"Prostate cancer",14,1
31,2007,"Prostate cancer",15,1
86,2007,"Prostate cancer",16,1
102,2007,"Prostate cancer",17,1
122,2007,"Prostate cancer",18,1
7,2008,"Prostate cancer",3,1
3,2008,"Prostate cancer",4,1
5,2008,"Prostate cancer",6,1
6,2008,"Prostate cancer",8,1
10,2008,"Prostate cancer",9,1
27,2008,"Prostate cancer",12,1
7,2008,"Prostate cancer",13,1
57,2008,"Prostate cancer",14,1
61,2008,"Prostate cancer",15,1
65,2008,"Prostate cancer",16,1
118,2008,"Prostate cancer",17,1
97,2008,"Prostate cancer",18,1
14,2009,"Prostate cancer",2,1
4,2009,"Prostate cancer",3,1
14,2009,"Prostate cancer",4,1
13,2009,"Prostate cancer",5,1
4,2009,"Prostate cancer",8,1
7,2009,"Prostate cancer",11,1
8,2009,"Prostate cancer",12,1
21,2009,"Prostate cancer",13,1
35,2009,"Prostate cancer",14,1
55,2009,"Prostate cancer",15,1
60,2009,"Prostate cancer",16,1
92,2009,"Prostate cancer",17,1
95,2009,"Prostate cancer",18,1
15,2010,"Prostate cancer",1,1
14,2010,"Prostate cancer",5,1
4,2010,"Prostate cancer",8,1
4,2010,"Prostate cancer",10,1
2,2010,"Prostate cancer",11,1
4,2010,"Prostate cancer",13,1
38,2010,"Prostate cancer",14,1
76,2010,"Prostate cancer",15,1
81,2010,"Prostate cancer",16,1
111,2010,"Prostate cancer",17,1
136,2010,"Prostate cancer",18,1
13,2011,"Prostate cancer",1,1
15,2011,"Prostate cancer",5,1
12,2011,"Prostate cancer",7,1
1,2011,"Prostate cancer",9,1
15,2011,"Prostate cancer",11,1
16,2011,"Prostate cancer",12,1
26,2011,"Prostate cancer",13,1
55,2011,"Prostate cancer",14,1
69,2011,"Prostate cancer",15,1
95,2011,"Prostate cancer",16,1
103,2011,"Prostate cancer",17,1
136,2011,"Prostate cancer",18,1
8,2012,"Prostate cancer",1,1
14,2012,"Prostate cancer",2,1
6,2012,"Prostate cancer",5,1
1,2012,"Prostate cancer",6,1
14,2012,"Prostate cancer",7,1
12,2012,"Prostate cancer",8,1
3,2012,"Prostate cancer",9,1
3,2012,"Prostate cancer",10,1
17,2012,"Prostate cancer",12,1
21,2012,"Prostate cancer",13,1
49,2012,"Prostate cancer",14,1
52,2012,"Prostate cancer",15,1
84,2012,"Prostate cancer",16,1
118,2012,"Prostate cancer",17,1
134,2012,"Prostate cancer",18,1
15,2013,"Prostate cancer",1,1
13,2013,"Prostate cancer",5,1
5,2013,"Prostate cancer",6,1
8,2013,"Prostate cancer",7,1
8,2013,"Prostate cancer",8,1
28,2013,"Prostate cancer",12,1
26,2013,"Prostate cancer",13,1
57,2013,"Prostate cancer",14,1
57,2013,"Prostate cancer",15,1
77,2013,"Prostate cancer",16,1
111,2013,"Prostate cancer",17,1
172,2013,"Prostate cancer",18,1
15,2014,"Prostate cancer",1,1
7,2014,"Prostate cancer",2,1
13,2014,"Prostate cancer",3,1
5,2014,"Prostate cancer",8,1
10,2014,"Prostate cancer",9,1
11,2014,"Prostate cancer",10,1
27,2014,"Prostate cancer",12,1
27,2014,"Prostate cancer",13,1
16,2014,"Prostate cancer",14,1
44,2014,"Prostate cancer",15,1
83,2014,"Prostate cancer",16,1
92,2014,"Prostate cancer",17,1
143,2014,"Prostate cancer",18,1
15,2015,"Prostate cancer",1,1
13,2015,"Prostate cancer",5,1
6,2015,"Prostate cancer",6,1
12,2015,"Prostate cancer",9,1
4,2015,"Prostate cancer",12,1
15,2015,"Prostate cancer",13,1
33,2015,"Prostate cancer",14,1
50,2015,"Prostate cancer",15,1
54,2015,"Prostate cancer",16,1
87,2015,"Prostate cancer",17,1
158,2015,"Prostate cancer",18,1
2,2016,"Prostate cancer",3,1
4,2016,"Prostate cancer",6,1
8,2016,"Prostate cancer",7,1
6,2016,"Prostate cancer",8,1
17,2016,"Prostate cancer",10,1
13,2016,"Prostate cancer",11,1
16,2016,"Prostate cancer",13,1
28,2016,"Prostate cancer",14,1
57,2016,"Prostate cancer",15,1
58,2016,"Prostate cancer",16,1
80,2016,"Prostate cancer",17,1
145,2016,"Prostate cancer",18,1
11,2017,"Prostate cancer",2,1
1,2017,"Prostate cancer",4,1
7,2017,"Prostate cancer",5,1
14,2017,"Prostate cancer",6,1
12,2017,"Prostate cancer",7,1
2,2017,"Prostate cancer",11,1
26,2017,"Prostate cancer",12,1
8,2017,"Prostate cancer",13,1
40,2017,"Prostate cancer",14,1
47,2017,"Prostate cancer",15,1
75,2017,"Prostate cancer",16,1
110,2017,"Prostate cancer",17,1
161,2017,"Prostate cancer",18,1
5,2018,"Prostate cancer",1,1
14,2018,"Prostate cancer",2,1
13,2018,"Prostate cancer",3,1
6,2018,"Prostate cancer",4,1
16,2018,"Prostate cancer",6,1
10,2018,"Prostate cancer",9,1
17,2018,"Prostate cancer",10,1
8,2018,"Prostate cancer",11,1
6,2018,"Prostate cancer",13,1
34,2018,"Prostate cancer",14,1
67,2018,"Prostate cancer",15,1
82,2018,"Prostate cancer",16,1
82,2018,"Prostate cancer",17,1
190,2018,"Prostate cancer",18,1
15,2019,"Prostate cancer",2,1
3,2019,"Prostate cancer",4,1
9,2019,"Prostate cancer",5,1
13,2019,"Prostate cancer",7,1
13,2019,"Prostate cancer",8,1
2,2019,"Prostate cancer",11,1
1,2019,"Prostate cancer",12,1
59,2019,"Prostate cancer",14,1
57,2019,"Prostate cancer",15,1
98,2019,"Prostate cancer",16,1
101,2019,"Prostate cancer",17,1
180,2019,"Prostate cancer",18,1
1,2020,"Prostate cancer",1,1
13,2020,"Prostate cancer",2,1
9,2020,"Prostate cancer",3,1
2,2020,"Prostate cancer",8,1
18,2020,"Prostate cancer",11,1
5,2020,"Prostate cancer",13,1
27,2020,"Prostate cancer",14,1
73,2020,"Prostate cancer",15,1
114,2020,"Prostate cancer",16,1
122,2020,"Prostate cancer",17,1
189,2020,"Prostate cancer",18,1
4,2021,"Prostate cancer",1,1
11,2021,"Prostate cancer",2,1
15,2021,"Prostate cancer",3,1
6,2021,"Prostate cancer",4,1
1,2021,"Prostate cancer",6,1
3,2021,"Prostate cancer",8,1
10,2021,"Prostate cancer",9,1
4,2021,"Prostate cancer",10,1
19,2021,"Prostate cancer",11,1
34,2021,"Prostate cancer",13,1
41,2021,"Prostate cancer",14,1
72,2021,"Prostate cancer",15,1
103,2021,"Prostate cancer",16,1
129,2021,"Prostate cancer",17,1
220,2021,"Prostate cancer",18,1
17,2022,"Prostate cancer",1,1
2,2022,"Prostate cancer",2,1
15,2022,"Prostate cancer",3,1
11,2022,"Prostate cancer",4,1
8,2022,"Prostate cancer",5,1
9,2022,"Prostate cancer",10,1
19,2022,"Prostate cancer",13,1
34,2022,"Prostate cancer",14,1
79,2022,"Prostate cancer",15,1
79,2022,"Prostate cancer",16,1
100,2022,"Prostate cancer",17,1
196,2022,"Prostate cancer",18,1
7,2023,"Prostate cancer",1,1
3,2023,"Prostate cancer",2,1
4,2023,"Prostate cancer",3,1
10,2023,"Prostate cancer",5,1
11,2023,"Prostate cancer",6,1
14,2023,"Prostate cancer",11,1
12,2023,"Prostate cancer",12,1
19,2023,"Prostate cancer",13,1
19,2023,"Prostate cancer",14,1
74,2023,"Prostate cancer",15,1
106,2023,"Prostate cancer",16,1
149,2023,"Prostate cancer",17,1
193,2023,"Prostate cancer",18,1
6,2005,"Lymphoma cancer",1,1
7,2005,"Lymphoma cancer",5,1
6,2005,"Lymphoma cancer",7,1
19,2005,"Lymphoma cancer",10,1
4,2005,"Lymphoma cancer",11,1
13,2005,"Lymphoma cancer",12,1
15,2005,"Lymphoma cancer",13,1
23,2005,"Lymphoma cancer",16,1
27,2005,"Lymphoma cancer",17,1
11,2005,"Lymphoma cancer",1,2
9,2005,"Lymphoma cancer",3,2
5,2005,"Lymphoma cancer",4,2
7,2005,"Lymphoma cancer",7,2
10,2005,"Lymphoma cancer",9,2
5,2005,"Lymphoma cancer",13,2
21,2005,"Lymphoma cancer",15,2
27,2005,"Lymphoma cancer",17,2
25,2005,"Lymphoma cancer",18,2
12,2006,"Lymphoma cancer",2,1
16,2006,"Lymphoma cancer",4,1
14,2006,"Lymphoma cancer",6,1
4,2006,"Lymphoma cancer",7,1
7,2006,"Lymphoma cancer",11,1
14,2006,"Lymphoma cancer",12,1
7,2006,"Lymphoma cancer",13,1
27,2006,"Lymphoma cancer",14,1
10,2006,"Lymphoma cancer",15,1
27,2006,"Lymphoma cancer",16,1
6,2006,"Lymphoma cancer",17,1
23,2006,"Lymphoma cancer",18,1
8,2006,"Lymphoma cancer",1,2
11,2006,"Lymphoma cancer",4,2
8,2006,"Lymphoma cancer",5,2
16,2006,"Lymphoma cancer",6,2
8,2006,"Lymphoma cancer",9,2
12,2006,"Lymphoma cancer",11,2
11,2006,"Lymphoma cancer",12,2
4,2006,"Lymphoma cancer",13,2
14,2006,"Lymphoma cancer",14,2
23,2006,"Lymphoma cancer",15,2
22,2006,"Lymphoma cancer",16,2
18,2006,"Lymphoma cancer",17,2
26,2006,"Lymphoma cancer",18,2
5,2007,"Lymphoma cancer",3,1
1,2007,"Lymphoma cancer",4,1
7,2007,"Lymphoma cancer",14,1
23,2007,"Lymphoma cancer",16,1
1,2007,"Lymphoma cancer",17,1
20,2007,"Lymphoma cancer",18,1
4,2007,"Lymphoma cancer",2,2
17,2007,"Lymphoma cancer",6,2
13,2007,"Lymphoma cancer",7,2
20,2007,"Lymphoma cancer",10,2
15,2007,"Lymphoma cancer",13,2
2,2007,"Lymphoma cancer",14,2
13,2007,"Lymphoma cancer",15,2
5,2007,"Lymphoma cancer",16,2
22,2007,"Lymphoma cancer",18,2
8,2008,"Lymphoma cancer",5,1
7,2008,"Lymphoma cancer",7,1
10,2008,"Lymphoma cancer",8,1
24,2008,"Lymphoma cancer",12,1
4,2008,"Lymphoma cancer",13,1
20,2008,"Lymphoma cancer",14,1
28,2008,"Lymphoma cancer",16,1
28,2008,"Lymphoma cancer",17,1
21,2008,"Lymphoma cancer",18,1
11,2008,"Lymphoma cancer",2,2
9,2008,"Lymphoma cancer",3,2
11,2008,"Lymphoma cancer",4,2
7,2008,"Lymphoma cancer",5,2
15,2008,"Lymphoma cancer",8,2
8,2008,"Lymphoma cancer",9,2
12,2008,"Lymphoma cancer",14,2
5,2008,"Lymphoma cancer",15,2
15,2008,"Lymphoma cancer",16,2
23,2008,"Lymphoma cancer",17,2
18,2008,"Lymphoma cancer",18,2
10,2009,"Lymphoma cancer",2,1
5,2009,"Lymphoma cancer",3,1
6,2009,"Lymphoma cancer",4,1
10,2009,"Lymphoma cancer",5,1
14,2009,"Lymphoma cancer",8,1
7,2009,"Lymphoma cancer",11,1
5,2009,"Lymphoma cancer",13,1
30,2009,"Lymphoma cancer",14,1
21,2009,"Lymphoma cancer",15,1
22,2009,"Lymphoma cancer",16,1
31,2009,"Lymphoma cancer",17,1
6,2009,"Lymphoma cancer",18,1
11,2009,"Lymphoma cancer",5,2
15,2009,"Lymphoma cancer",6,2
16,2009,"Lymphoma cancer",7,2
16,2009,"Lymphoma cancer",8,2
14,2009,"Lymphoma cancer",9,2
1,2009,"Lymphoma cancer",10,2
10,2009,"Lymphoma cancer",12,2
7,2009,"Lymphoma cancer",14,2
8,2009,"Lymphoma cancer",15,2
27,2009,"Lymphoma cancer",18,2
2,2010,"Lymphoma cancer",1,1
11,2010,"Lymphoma cancer",2,1
1,2010,"Lymphoma cancer",3,1
17,2010,"Lymphoma cancer",4,1
13,2010,"Lymphoma cancer",5,1
17,2010,"Lymphoma cancer",8,1
15,2010,"Lymphoma cancer",12,1
25,2010,"Lymphoma cancer",14,1
11,2010,"Lymphoma cancer",15,1
13,2010,"Lymphoma cancer",16,1
15,2010,"Lymphoma cancer",17,1
22,2010,"Lymphoma cancer",18,1
6,2010,"Lymphoma cancer",2,2
11,2010,"Lymphoma cancer",3,2
8,2010,"Lymphoma cancer",5,2
3,2010,"Lymphoma cancer",9,2
17,2010,"Lymphoma cancer",10,2
19,2010,"Lymphoma cancer",12,2
18,2010,"Lymphoma cancer",14,2
1,2010,"Lymphoma cancer",15,2
20,2010,"Lymphoma cancer",16,2
21,2010,"Lymphoma cancer",17,2
25,2010,"Lymphoma cancer",18,2
7,2011,"Lymphoma cancer",1,1
1,2011,"Lymphoma cancer",7,1
19,2011,"Lymphoma cancer",12,1
2,2011,"Lymphoma cancer",13,1
22,2011,"Lymphoma cancer",14,1
5,2011,"Lymphoma cancer",15,1
28,2011,"Lymphoma cancer",16,1
22,2011,"Lymphoma cancer",17,1
12,2011,"Lymphoma cancer",18,1
5,2011,"Lymphoma cancer",3,2
12,2011,"Lymphoma cancer",4,2
8,2011,"Lymphoma cancer",9,2
15,2011,"Lymphoma cancer",11,2
14,2011,"Lymphoma cancer",12,2
12,2011,"Lymphoma cancer",13,2
11,2011,"Lymphoma cancer",14,2
1,2011,"Lymphoma cancer",17,2
10,2011,"Lymphoma cancer",18,2
9,2012,"Lymphoma cancer",2,1
2,2012,"Lymphoma cancer",3,1
17,2012,"Lymphoma cancer",4,1
4,2012,"Lymphoma cancer",5,1
19,2012,"Lymphoma cancer",9,1
6,2012,"Lymphoma cancer",10,1
11,2012,"Lymphoma cancer",13,1
20,2012,"Lymphoma cancer",14,1
17,2012,"Lymphoma cancer",15,1
15,2012,"Lymphoma cancer",16,1
32,2012,"Lymphoma cancer",17,1
2,2012,"Lymphoma cancer",18,1
1,2012,"Lymphoma cancer",5,2
15,2012,"Lymphoma cancer",8,2
5,2012,"Lymphoma cancer",10,2
18,2012,"Lymphoma cancer",11,2
5,2012,"Lymphoma cancer",13,2
12,2012,"Lymphoma cancer",14,2
25,2012,"Lymphoma cancer",16,2
17,2012,"Lymphoma cancer",17,2
23,2012,"Lymphoma cancer",18,2
5,2013,"Lymphoma cancer",3,1
12,2013,"Lymphoma cancer",4,1
16,2013,"Lymphoma cancer",11,1
12,2013,"Lymphoma cancer",12,1
18,2013,"Lymphoma cancer",13,1
33,2013,"Lymphoma cancer",14,1
6,2013,"Lymphoma cancer",15,1
26,2013,"Lymphoma cancer",16,1
9,2013,"Lymphoma cancer",17,1
16,2013,"Lymphoma cancer",18,1
1,2013,"Lymphoma cancer",2,2
2,2013,"Lymphoma cancer",3,2
15,2013,"Lymphoma cancer",5,2
7,2013,"Lymphoma cancer",9,2
1,2013,"Lymphoma cancer",10,2
18,2013,"Lymphoma cancer",11,2
6,2013,"Lymphoma cancer",12,2
4,2013,"Lymphoma cancer",13,2
25,2013,"Lymphoma cancer",16,2
19,2013,"Lymphoma cancer",17,2
40,2013,"Lymphoma cancer",18,2
8,2014,"Lymphoma cancer",1,1
6,2014,"Lymphoma cancer",3,1
5,2014,"Lymphoma cancer",4,1
1,2014,"Lymphoma cancer",5,1
7,2014,"Lymphoma cancer",8,1
15,2014,"Lymphoma cancer",10,1
4,2014,"Lymphoma cancer",11,1
3,2014,"Lymphoma cancer",14,1
29,2014,"Lymphoma cancer",15,1
14,2014,"Lymphoma cancer",16,1
29,2014,"Lymphoma cancer",17,1
21,2014,"Lymphoma cancer",18,1
16,2014,"Lymphoma cancer",2,2
6,2014,"Lymphoma cancer",4,2
12,2014,"Lymphoma cancer",5,2
13,2014,"Lymphoma cancer",8,2
7,2014,"Lymphoma cancer",9,2
17,2014,"Lymphoma cancer",10,2
16,2014,"Lymphoma cancer",11,2
19,2014,"Lymphoma cancer",12,2
20,2014,"Lymphoma cancer",14,2
22,2014,"Lymphoma cancer",15,2
29,2014,"Lymphoma cancer",16,2
11,2014,"Lymphoma cancer",17,2
10,2014,"Lymphoma cancer",18,2
17,2015,"Lymphoma cancer",1,1
14,2015,"Lymphoma cancer",8,1
12,2015,"Lymphoma cancer",9,1
9,2015,"Lymphoma cancer",11,1
13,2015,"Lymphoma cancer",12,1
19,2015,"Lymphoma cancer",13,1
5,2015,"Lymphoma cancer",14,1
3,2015,"Lymphoma cancer",15,1
16,2015,"Lymphoma cancer",16,1
32,2015,"Lymphoma cancer",17,1
19,2015,"Lymphoma cancer",18,1
7,2015,"Lymphoma cancer",4,2
1,2015,"Lymphoma cancer",5,2
12,2015,"Lymphoma cancer",6,2
8,2015,"Lymphoma cancer",8,2
8,2015,"Lymphoma cancer",10,2
15,2015,"Lymphoma cancer",12,2
9,2015,"Lymphoma cancer",14,2
18,2015,"Lymphoma cancer",16,2
30,2015,"Lymphoma cancer",17,2
35,2015,"Lymphoma cancer",18,2
1,2016,"Lymphoma cancer",4,1
12,2016,"Lymphoma cancer",5,1
16,2016,"Lymphoma cancer",6,1
16,2016,"Lymphoma cancer",7,1
7,2016,"Lymphoma cancer",9,1
20,2016,"Lymphoma cancer",11,1
16,2016,"Lymphoma cancer",12,1
17,2016,"Lymphoma cancer",13,1
19,2016,"Lymphoma cancer",15,1
29,2016,"Lymphoma cancer",16,1
6,2016,"Lymphoma cancer",17,1
34,2016,"Lymphoma cancer",18,1
3,2016,"Lymphoma cancer",1,2
8,2016,"Lymphoma cancer",8,2
15,2016,"Lymphoma cancer",10,2
4,2016,"Lymphoma cancer",13,2
11,2016,"Lymphoma cancer",16,2
31,2016,"Lymphoma cancer",17,2
14,2016,"Lymphoma cancer",18,2
11,2017,"Lymphoma cancer",1,1
8,2017,"Lymphoma cancer",2,1
9,2017,"Lymphoma cancer",3,1
5,2017,"Lymphoma cancer",6,1
6,2017,"Lymphoma cancer",9,1
13,2017,"Lymphoma cancer",10,1
4,2017,"Lymphoma cancer",11,1
1,2017,"Lymphoma cancer",12,1
5,2017,"Lymphoma cancer",13,1
2,2017,"Lymphoma cancer",14,1
13,2017,"Lymphoma cancer",15,1
23,2017,"Lymphoma cancer",16,1
25,2017,"Lymphoma cancer",17,1
36,2017,"Lymphoma cancer",18,1
14,2017,"Lymphoma cancer",1,2
8,2017,"Lymphoma cancer",3,2
14,2017,"Lymphoma cancer",7,2
5,2017,"Lymphoma cancer",8,2
6,2017,"Lymphoma cancer",11,2
15,2017,"Lymphoma cancer",12,2
19,2017,"Lymphoma cancer",13,2
12,2017,"Lymphoma cancer",14,2
4,2017,"Lymphoma cancer",15,2
28,2017,"Lymphoma cancer",18,2
10,2018,"Lymphoma cancer",2,1
17,2018,"Lymphoma cancer",3,1
13,2018,"Lymphoma cancer",5,1
13,2018,"Lymphoma cancer",6,1
2,2018,"Lymphoma cancer",8,1
1,2018,"Lymphoma cancer",9,1
2,2018,"Lymphoma cancer",10,1
10,2018,"Lymphoma cancer",13,1
10,2018,"Lymphoma cancer",14,1
4,2018,"Lymphoma cancer",15,1
37,2018,"Lymphoma cancer",16,1
22,2018,"Lymphoma cancer",17,1
49,2018,"Lymphoma cancer",18,1
15,2018,"Lymphoma cancer",2,2
2,2018,"Lymphoma cancer",3,2
13,2018,"Lymphoma cancer",7,2
1,2018,"Lymphoma cancer",9,2
11,2018,"Lymphoma cancer",11,2
6,2018,"Lymphoma cancer",15,2
7,2018,"Lymphoma cancer",16,2
2,2018,"Lymphoma cancer",17,2
51,2018,"Lymphoma cancer",18,2
10,2019,"Lymphoma cancer",4,1
4,2019,"Lymphoma cancer",5,1
15,2019,"Lymphoma cancer",6,1
1,2019,"Lymphoma cancer",9,1
12,2019,"Lymphoma cancer",10,1
18,2019,"Lymphoma cancer",12,1
13,2019,"Lymphoma cancer",13,1
7,2019,"Lymphoma cancer",14,1
21,2019,"Lymphoma cancer",15,1
14,2019,"Lymphoma cancer",16,1
7,2019,"Lymphoma cancer",17,1
36,2019,"Lymphoma cancer",18,1
17,2019,"Lymphoma cancer",3,2
7,2019,"Lymphoma cancer",5,2
1,2019,"Lymphoma cancer",6,2
2,2019,"Lymphoma cancer",7,2
11,2019,"Lymphoma cancer",8,2
6,2019,"Lymphoma cancer",10,2
7,2019,"Lymphoma cancer",11,2
9,2019,"Lymphoma cancer",13,2
23,2019,"Lymphoma cancer",14,2
3,2019,"Lymphoma cancer",15,2
15,2019,"Lymphoma cancer",17,2
24,2019,"Lymphoma cancer",18,2
4,2020,"Lymphoma cancer",1,1
4,2020,"Lymphoma cancer",3,1
5,2020,"Lymphoma cancer",6,1
6,2020,"Lymphoma cancer",7,1
7,2020,"Lymphoma cancer",9,1
12,2020,"Lymphoma cancer",10,1
10,2020,"Lymphoma cancer",12,1
28,2020,"Lymphoma cancer",14,1
26,2020,"Lymphoma cancer",16,1
40,2020,"Lymphoma cancer",17,1
41,2020,"Lymphoma cancer",18,1
5,2020,"Lymphoma cancer",2,2
4,2020,"Lymphoma cancer",3,2
14,2020,"Lymphoma cancer",4,2
12,2020,"Lymphoma cancer",6,2
9,2020,"Lymphoma cancer",7,2
4,2020,"Lymphoma cancer",8,2
19,2020,"Lymphoma cancer",11,2
13,2020,"Lymphoma cancer",14,2
17,2020,"Lymphoma cancer",15,2
12,2020,"Lymphoma cancer",16,2
16,2020,"Lymphoma cancer",17,2
38,2020,"Lymphoma cancer",18,2
6,2021,"Lymphoma cancer",1,1
12,2021,"Lymphoma cancer",4,1
16,2021,"Lymphoma cancer",6,1
13,2021,"Lymphoma cancer",7,1
2,2021,"Lymphoma cancer",10,1
10,2021,"Lymphoma cancer",11,1
8,2021,"Lymphoma cancer",13,1
11,2021,"Lymphoma cancer",14,1
26,2021,"Lymphoma cancer",15,1
18,2021,"Lymphoma cancer",16,1
34,2021,"Lymphoma cancer",17,1
21,2021,"Lymphoma cancer",18,1
11,2021,"Lymphoma cancer",2,2
10,2021,"Lymphoma cancer",4,2
15,2021,"Lymphoma cancer",8,2
11,2021,"Lymphoma cancer",9,2
6,2021,"Lymphoma cancer",10,2
7,2021,"Lymphoma cancer",11,2
17,2021,"Lymphoma cancer",13,2
6,2021,"Lymphoma cancer",14,2
28,2021,"Lymphoma cancer",15,2
19,2021,"Lymphoma cancer",16,2
3,2021,"Lymphoma cancer",17,2
35,2021,"Lymphoma cancer",18,2
8,2022,"Lymphoma cancer",3,1
17,2022,"Lymphoma cancer",4,1
12,2022,"Lymphoma cancer",5,1
13,2022,"Lymphoma cancer",6,1
12,2022,"Lymphoma cancer",8,1
10,2022,"Lymphoma cancer",9,1
3,2022,"Lymphoma cancer",10,1
30,2022,"Lymphoma cancer",14,1
15,2022,"Lymphoma cancer",15,1
41,2022,"Lymphoma cancer",16,1
12,2022,"Lymphoma cancer",17,1
17,2022,"Lymphoma cancer",18,1
3,2022,"Lymphoma cancer",6,2
11,2022,"Lymphoma cancer",7,2
4,2022,"Lymphoma cancer",8,2
1,2022,"Lymphoma cancer",10,2
12,2022,"Lymphoma cancer",13,2
18,2022,"Lymphoma cancer",14,2
2,2022,"Lymphoma cancer",15,2
24,2022,"Lymphoma cancer",16,2
26,2022,"Lymphoma cancer",17,2
46,2022,"Lymphoma cancer",18,2
4,2023,"Lymphoma cancer",1,1
8,2023,"Lymphoma cancer",2,1
13,2023,"Lymphoma cancer",4,1
3,2023,"Lymphoma cancer",5,1
17,2023,"Lymphoma cancer",7,1
15,2023,"Lymphoma cancer",8,1
14,2023,"Lymphoma cancer",11,1
12,2023,"Lymphoma cancer",12,1
15,2023,"Lymphoma cancer",13,1
7,2023,"Lymphoma cancer",14,1
6,2023,"Lymphoma cancer",15,1
13,2023,"Lymphoma cancer",16,1
28,2023,"Lymphoma cancer",17,1
21,2023,"Lymphoma cancer",18,1
5,2023,"Lymphoma cancer",7,2
14,2023,"Lymphoma cancer",10,2
12,2023,"Lymphoma cancer",11,2
15,2023,"Lymphoma cancer",13,2
19,2023,"Lymphoma cancer",14,2
29,2023,"Lymphoma cancer",15,2
12,2023,"Lymphoma cancer",16,2
32,2023,"Lymphoma cancer",17,2
22,2023,"Lymphoma cancer",18,2
7,2005,"Leukaemia cancer",1,1
2,2005,"Leukaemia cancer",2,1
5,2005,"Leukaemia cancer",3,1
15,2005,"Leukaemia cancer",4,1
14,2005,"Leukaemia cancer",5,1
17,2005,"Leukaemia cancer",7,1
11,2005,"Leukaemia cancer",8,1
7,2005,"Leukaemia cancer",10,1
19,2005,"Leukaemia cancer",11,1
9,2005,"Leukaemia cancer",13,1
4,2005,"Leukaemia cancer",14,1
22,2005,"Leukaemia cancer",15,1
23,2005,"Leukaemia cancer",16,1
18,2005,"Leukaemia cancer",17,1
21,2005,"Leukaemia cancer",18,1
16,2005,"Leukaemia cancer",1,2
16,2005,"Leukaemia cancer",2,2
17,2005,"Leukaemia cancer",4,2
12,2005,"Leukaemia cancer",5,2
4,2005,"Leukaemia cancer",6,2
5,2005,"Leukaemia cancer",8,2
8,2005,"Leukaemia cancer",9,2
4,2005,"Leukaemia cancer",11,2
17,2005,"Leukaemia cancer",13,2
10,2005,"Leukaemia cancer",15,2
3,2005,"Leukaemia cancer",16,2
20,2005,"Leukaemia cancer",18,2
1,2006,"Leukaemia cancer",5,1
16,2006,"Leukaemia cancer",8,1
9,2006,"Leukaemia cancer",10,1
11,2006,"Leukaemia cancer",12,1
6,2006,"Leukaemia cancer",13,1
5,2006,"Leukaemia cancer",14,1
22,2006,"Leukaemia cancer",15,1
2,2006,"Leukaemia cancer",16,1
7,2006,"Leukaemia cancer",17,1
6,2006,"Leukaemia cancer",18,1
15,2006,"Leukaemia cancer",3,2
12,2006,"Leukaemia cancer",6,2
6,2006,"Leukaemia cancer",11,2
6,2006,"Leukaemia cancer",12,2
8,2006,"Leukaemia cancer",13,2
31,2006,"Leukaemia cancer",16,2
6,2006,"Leukaemia cancer",17,2
14,2006,"Leukaemia cancer",18,2
9,2007,"Leukaemia cancer",1,1
8,2007,"Leukaemia cancer",2,1
20,2007,"Leukaemia cancer",4,1
13,2007,"Leukaemia cancer",5,1
8,2007,"Leukaemia cancer",8,1
13,2007,"Leukaemia cancer",10,1
19,2007,"Leukaemia cancer",11,1
16,2007,"Leukaemia cancer",13,1
10,2007,"Leukaemia cancer",15,1
28,2007,"Leukaemia cancer",16,1
18,2007,"Leukaemia cancer",17,1
25,2007,"Leukaemia cancer",18,1
8,2007,"Leukaemia cancer",1,2
15,2007,"Leukaemia cancer",2,2
17,2007,"Leukaemia cancer",7,2
15,2007,"Leukaemia cancer",10,2
8,2007,"Leukaemia cancer",11,2
9,2007,"Leukaemia cancer",14,2
17,2007,"Leukaemia cancer",16,2
24,2007,"Leukaemia cancer",17,2
23,2007,"Leukaemia cancer",18,2
8,2008,"Leukaemia cancer",1,1
5,2008,"Leukaemia cancer",2,1
2,2008,"Leukaemia cancer",4,1
8,2008,"Leukaemia cancer",5,1
9,2008,"Leukaemia cancer",6,1
